person_id,person_name,person_gender
891,Edward Furlong,Hombre
892,Edward Herrmann,Hombre
893,Edward James Olmos,Hombre
894,Edward Norton,Hombre
895,Edward Woodward,Hombre
896,Edwin Hodge,Hombre
897,Edwin Neal,Hombre
898,Efren Ramirez,Hombre
899,Eileen Atkins,Mujer
900,Eileen Brennan,Mujer
901,Eiza González,Mujer
902,Elaine Hendrix,Mujer
903,Elden Henson,Hombre
904,Eleanor Parker,Mujer
905,Elena Kampouris,Mujer
906,Eli Roth,Hombre
907,Elias Koteas,Hombre
908,Elijah Wood,Hombre
909,Eliot Glazer,Hombre
910,Elisabeth Moss,Mujer
911,Elisabeth Shue,Mujer
912,Elisha Cuthbert,Mujer
913,Elissa Knight,Mujer
914,Eliza Dushku,Mujer
915,Eliza Scanlen,Mujer
916,Eliza Stuyck,Mujer
917,Elizabeth Banks,Mujer
918,Elizabeth Berkley,Mujer
919,Elizabeth Berridge,Mujer
920,Elizabeth Berrington,Mujer
921,Elizabeth Debicki,Mujer
922,Elizabeth Gracen,Mujer
923,Elizabeth Hurley,Mujer
924,Elizabeth Kaluev,Mujer
925,Elizabeth Lail,Mujer
926,Elizabeth McGovern,Mujer
927,Elizabeth Mitchell,Mujer
928,Elizabeth Olsen,Mujer
929,Elizabeth Patterson,Mujer
930,Elizabeth Perkins,Mujer
931,Elizabeth Taylor,Mujer
932,Ella Hunt,Mujer
933,Ella Purnell,Mujer
934,Elle Fanning,Mujer
935,Ellen Barkin,Mujer
936,Ellen Burstyn,Mujer
937,Ellen DeGeneres,Mujer
938,Ellen Latzen,Mujer
939,Ellen Sandweiss,Mujer
940,Ellie Kemper,Mujer
941,Elliot Page,Hombre
942,Elliott Fullam,Hombre
943,Ellise Chappell,Mujer
944,Elodie Yung,Mujer
945,Eloise Mumford,Mujer
946,Elpidia Carrillo,Mujer
947,Elsa Lanchester,Mujer
948,Elya Baskin,Hombre
949,Embeth Davidtz,Mujer
950,Emile Hirsch,Hombre
951,Emilia Clarke,Mujer
952,Emilia Fox,Mujer
953,Emilia Jones,Mujer
954,Emilie de Ravin,Mujer
955,Emilio Estevez,Hombre
956,Emilio Subercaseaux Campos,Hombre
957,Emily Baldoni,Mujer
958,Emily Blunt,Mujer
959,Emily Browning,Mujer
960,Emily Mortimer,Mujer
961,Emily Tennant,Mujer
962,Emily Tosta,Mujer
963,Emily Watson,Mujer
964,Emily Yancy,Mujer
965,Eminem,Hombre
966,Emma Bell,Mujer
967,Emma Berman,Mujer
968,Emma Corrin,Mujer
969,Emma Dumont,Mujer
970,Emma Myers,Mujer
971,Emma Roberts,Mujer
972,Emma Stone,Mujer
973,Emma Thompson,Mujer
974,Emma Watson,Mujer
975,Emmanuelle Béart,Mujer
976,Emmanuelle Chriqui,Mujer
977,Emmanuelle Seigner,Mujer
978,Emmy Rossum,Mujer
979,Emyri Crutchfield,Mujer
980,Enva Lewis,Mujer
981,Erdil Yasaroglu,Hombre
982,Eric Bana,Hombre
983,Eric Bogosian,Hombre
984,Eric Christian Olsen,Hombre
985,Eric Dane,Hombre
986,Eric Idle,Hombre
987,Eric Johnson,Hombre
988,Eric Lloyd,Hombre
989,Eric Schweig,Hombre
990,Eric Stoltz,Hombre
991,Eric Sykes,Hombre
992,Erica Ellis,Mujer
993,Erik Per Sullivan,Hombre
994,Erika Alexander,Mujer
995,Erika Linder,Mujer
996,Erinn Hayes,Mujer
997,Ernest Borgnine,Hombre
998,Ernie Dingo,Hombre
999,Ernie Hudson,Hombre
1000,Erwan Kepoa Falé,Hombre
1001,Esai Morales,Hombre
1002,Estelle Getty,Mujer
1003,Ethan Embry,Hombre
1004,Ethan Hawke,Hombre
1005,Eugene Collier,Hombre
1006,Eugene Lee Yang,Hombre
1007,Eugenio Derbez,Hombre
1008,Eugenio Mastrandrea,Hombre
1009,Eva Green,Mujer
1010,Eva Longoria,Mujer
1011,Eva Marie Saint,Mujer
1012,Eva Mendes,Mujer
1013,Evan Ellison,Hombre
1014,Evan Rachel Wood,Mujer
1015,Evangeline Lilly,Mujer
1016,Eve Hewson,Mujer
1017,Evelyn Claire,Mujer
1018,Ewan McGregor,Hombre
1019,Ewen Bremner,Hombre
1020,Ewen Leslie,Hombre
1021,Eythor Gudjonsson,Hombre
1022,Ezra Miller,Hombre
1023,F. Murray Abraham,Hombre
1024,Fairuza Balk,Mujer
1025,Faith Wladyka,Mujer
1026,Famke Janssen,Mujer
1027,Fantasia Barrino,Mujer
1028,Farhad Bagheri,Hombre
1029,Farrah Mackenzie,Mujer
1030,Faye Dunaway,Mujer
1031,Feather,Mujer
1032,Fedja van Huêt,Hombre
1033,Fei Ren,Mujer
1034,Felicity Jones,Mujer
1035,Fernanda Dorogi,Mujer
1036,Finn Lee-Epp,Hombre
1037,Finn Wolfhard,Hombre
1038,Fionn Whitehead,Hombre
1039,Fionnula Flanagan,Mujer
1040,Florence Kastriner,Mujer
1041,Florence Pugh,Mujer
1042,Forest Whitaker,Hombre
1043,Forrest Goodluck,Hombre
1044,Fran Kranz,Hombre
1045,Frances Bay,Mujer
1046,Frances Conroy,Mujer
1047,Frances Faye,Mujer
1048,Frances Fisher,Mujer
1049,Frances McDormand,Mujer
1050,Frances O'Connor,Mujer
1051,Frances Sternhagen,Mujer
1052,Francesc Albiol,Hombre
1053,Francesca Annis,Mujer
1054,Francis Capra,Hombre
1055,Francisco Castaneda,Hombre
1056,Franco Nero,Hombre
1057,Frank Finlay,Hombre
1058,Frank Langella,Hombre
1059,Frank Morgan,Hombre
1060,Frank Overton,Hombre
1061,Frank Vincent,Hombre
1062,Frank Whaley,Hombre
1063,Franka Potente,Mujer
1064,Frankie Corio,Mujer
1065,Franz Rogowski,Hombre
1066,François Civil,Hombre
1067,François Truffaut,Hombre
1068,Fred Astaire,Hombre
1069,Fred Hechinger,Hombre
1070,Fred MacMurray,Hombre
1071,Fred Thompson,Hombre
1072,Fred Willard,Hombre
1073,Freddie Highmore,Hombre
1074,Freddie Prinze Jr.,Hombre
1075,Frederic Forrest,Hombre
1076,Fredro Starr,Hombre
1077,Freida Pinto,Mujer
1078,G.W. Bailey,Hombre
1079,Gabriel Byrne,Hombre
1080,Gabriel Damon,Hombre
1081,Gabriel Davenport,Hombre
1082,Gabriel LaBelle,Hombre
1083,Gabriel Macht,Hombre
1084,Gabriel Sloyer,Hombre
1085,Gabriele Ferzetti,Hombre
1086,Gabriella Wilde,Mujer
1087,Gabrielle Anwar,Mujer
1088,Gabrielle Union,Mujer
1089,Gaby Hoffmann,Mujer
1090,Gael García Bernal,Hombre
1091,Gal Gadot,Mujer
1092,Garcelle Beauvais,Mujer
1093,Garret Dillahunt,Hombre
1094,Garrett Hedlund,Hombre
1095,Garrett M. Brown,Hombre
1096,Gary Busey,Hombre
1097,Gary Cockrell,Hombre
1098,Gary Cole,Hombre
1099,Gary Kemp,Hombre
1100,Gary Lockwood,Hombre
1101,Gary Oldman,Hombre
1102,Gary Sinise,Hombre
1103,Gastner Legerme,Hombre
1104,Gay DeForest,Mujer
1105,Gayle Rankin,Mujer
1106,Gbenga Akinnagbe,Hombre
1107,Geena Davis,Mujer
1108,Gemma Arterton,Mujer
1109,Gemma Chan,Mujer
1110,Gemma Jones,Mujer
1111,Gemma Ward,Mujer
1112,Gena Rowlands,Mujer
1113,Gene Bervoets,Hombre
1114,Gene Hackman,Hombre
1115,Gene Kelly,Hombre
1116,Gene Lockhart,Hombre
1117,Gene Wilder,Hombre
1118,Genesis Rodriguez,Mujer
1119,Genneya Walton,Mujer
1120,Geoffrey Rush,Hombre
1121,George 'Buck' Flower,Hombre
1122,George Buza,Hombre
1123,George C. Scott,Hombre
1124,George Carlin,Hombre
1125,George Chakiris,Hombre
1126,George Clooney,Hombre
1127,George Dzundza,Hombre
1128,George Georgiou,Hombre
1129,George Lazenby,Hombre
1130,George MacKay,Hombre
1131,George Peppard,Hombre
1132,George Raft,Hombre
1133,George Young,Hombre
1134,Georgie Henley,Mujer
1135,Georgina Campbell,Mujer
1136,Gerald McRaney,Hombre
1137,Gerald R. Molen,Hombre
1138,Geraldine Chaplin,Mujer
1139,Geraldine Viswanathan,Mujer
1140,Gerard Butler,Hombre
1141,Gerry Robert Byrne,Hombre
1142,Gert Fröbe,Hombre
1143,Giancarlo Esposito,Hombre
1144,Gil Birmingham,Hombre
1145,Gilmer McCormick,Hombre
1146,Gina Gershon,Mujer
1147,Gina Rodriguez,Mujer
1148,Gina Torres,Mujer
1149,Ginnifer Goodwin,Mujer
1150,Giovanna Galletti,Mujer
1151,Giovanni Ribisi,Hombre
1152,Giuseppe Festinese,Hombre
1153,Glen Powell,Hombre
1154,Glenda Jackson,Mujer
1155,Glenn Close,Mujer
1156,Glenn Howerton,Hombre
1157,Glenn Plummer,Hombre
1158,Glynis Johns,Mujer
1159,Glynn Turman,Hombre
1160,Goldie Hawn,Mujer
1161,Goran Visnjic,Hombre
1162,Gore Vidal,Hombre
1163,Grace Caroline Currey,Mujer
1164,Grace Jenkins,Mujer
1165,Grace Kelly,Mujer
1166,Graham Chapman,Hombre
1167,Graham Greene,Hombre
1168,Graham Norton,Hombre
1169,Greg Grunberg,Hombre
1170,Greg Kinnear,Hombre
1171,Gregg Henry,Hombre
1172,Gregg Weiner,Hombre
1173,Gregory Cox,Hombre
1174,Gregory Mann,Hombre
1175,Gregory Peck,Hombre
1176,Greta Gerwig,Mujer
1177,Greta Lind,Mujer
1178,Griffin Dunne,Hombre
1179,Gus Kenworthy,Hombre
1180,Gustave Die,Hombre
1181,Gustavo Escobar,Hombre
1182,Guy Pearce,Hombre
1183,Gwilym Lee,Hombre
1184,Gwyneth Paltrow,Mujer
1185,Gábor Czap,Hombre
1186,Gérard Depardieu,Hombre
1187,Hailee Steinfeld,Mujer
1188,Hal Holbrook,Hombre
1189,Hal Liggett,Hombre
1190,Haley Bennett,Mujer
1191,Haley Joel Osment,Hombre
1192,Haley Lu Richardson,Mujer
1193,Halle Bailey,Mujer
1194,Halle Berry,Mujer
1195,Hamish Phillips,Hombre
1196,Hank Azaria,Hombre
1197,Hanno Pöschl,Hombre
1198,Hans Matheson,Hombre
1199,Hardy Krüger,Hombre
1200,Harold Perrineau,Hombre
1201,Harold Ramis,Hombre
1202,Harold Torres,Hombre
1203,Harriet Andersson,Mujer
1204,Harriet Dyer,Mujer
1205,Harriet Sansom Harris,Mujer
1206,Harriet Walter,Mujer
1207,Harris Dickinson,Hombre
1208,Harrison Ford,Hombre
1209,Harry Dean Stanton,Hombre
1210,Harry Melling,Hombre
1211,Harry Styles,Hombre
1212,Harvey Fierstein,Hombre
1213,Harvey Guillén,Hombre
1214,Harvey Keitel,Hombre
1215,Harvey Korman,Hombre
1216,Havana Rose Liu,Mujer
1217,Haya Harareet,Mujer
1218,Hayden Christensen,Hombre
1219,Hayden Szeto,Hombre
1220,Hayley Atwell,Mujer
1221,Heath Ledger,Hombre
1222,Heather Donahue,Mujer
1223,Heather Graham,Mujer
1224,Heather Langenkamp,Mujer
1225,Heather Matarazzo,Mujer
1226,Heather O'Rourke,Mujer
1227,Hector Elizondo,Hombre
1228,Heidi Kling,Mujer
1229,Heinz Bennent,Hombre
1230,Helen Hunt,Mujer
1231,Helen Mirren,Mujer
1232,Helen Shaver,Mujer
1233,Helen Thomson,Mujer
1234,Helena Bonham Carter,Mujer
1235,Helmut Qualtinger,Hombre
1236,Henry Cavill,Hombre
1237,Henry Czerny,Hombre
1238,Henry Fonda,Hombre
1239,Henry Golding,Hombre
1240,Henry Goodman,Hombre
1241,Henry Thomas,Hombre
1242,Henry Winkler,Hombre
1243,Hera Hilmar,Mujer
1244,Herb Caillouet,Hombre
1245,Herbert Nordrum,Hombre
1246,Hero Fiennes Tiffin,Hombre
1247,Hiam Abbass,Mujer
1248,Hilary Swank,Mujer
1249,Himesh Patel,Hombre
1250,Hiroyuki Sanada,Hombre
1251,Holland Roden,Mujer
1252,Holland Taylor,Mujer
1253,Holly Hunter,Mujer
1254,Holmes Osborne,Hombre
1255,Holt McCallany,Hombre
1256,Hong Chau,Mujer
1257,Honor Blackman,Mujer
1258,Howie Mandel,Hombre
1259,Hoyt Axton,Hombre
1260,Huck Milner,Hombre
1261,Hudhail Al-Amir,Hombre
1262,Hugh Bonneville,Hombre
1263,Hugh Grant,Hombre
1264,Hugh Jackman,Hombre
1265,Hugh Keays-Byrne,Hombre
1266,Hugh Laurie,Hombre
1267,Hugo Weaving,Hombre
1268,Humphrey Bogart,Hombre
1269,Hyein Park,Mujer
1270,Ian Holm,Hombre
1271,Ian McKellen,Hombre
1272,Ian McShane,Hombre
1273,Ian Mongrain,Hombre
1274,Ice Cube,Hombre
1275,Idina Menzel,Mujer
1276,Idris Elba,Hombre
1277,Ike Barinholtz,Hombre
1278,Ilan Mitchell-Smith,Hombre
1279,Iliza Shlesinger,Mujer
1280,Iman Vellani,Mujer
1281,Imelda Staunton,Mujer
1282,Imogen Poots,Mujer
1283,Imogene Coca,Mujer
1284,Ingrid Bergman,Mujer
1285,Ioan Gruffudd,Hombre
1286,Irina Björklund,Mujer
1287,Iris Apatow,Mujer
1288,Irrfan Khan,Hombre
1289,Isabela Merced,Mujer
1290,Isabella LaBlanc,Mujer
1291,Isabella Laughland,Mujer
1292,Isabella O'Sullivan,Mujer
1293,Isabella Rossellini,Mujer
1294,Isabelle Adjani,Mujer
1295,Isabelle Fuhrman,Mujer
1296,Isaiah Mustafa,Hombre
1297,Isaiah Stone,Hombre
1298,Isla Fisher,Mujer
1299,Issa Rae,Mujer
1300,Iva Babic,Mujer
1301,Izaac Wang,Hombre
1302,Izabela Vidovic,Mujer
1303,Izabella Scorupco,Mujer
1304,Izzy Meikle-Small,Mujer
1305,J.E. Freeman,Hombre
1306,J.K. Simmons,Hombre
1307,JB Blanc,Hombre
1308,JD Pardo,Hombre
1309,Jack Albertson,Hombre
1310,Jack Black,Hombre
1311,Jack Champion,Hombre
1312,Jack Davenport,Hombre
1313,Jack Doolan,Hombre
1314,Jack Dylan Grazer,Hombre
1315,Jack Hawkins,Hombre
1316,Jack Huston,Hombre
1317,Jack Kehoe,Hombre
1318,Jack Lemmon,Hombre
1319,Jack Nicholson,Hombre
1320,Jack Nielen,Hombre
1321,Jack O'Connell,Hombre
1322,Jack Reynor,Hombre
1323,Jack Thompson,Hombre
1324,Jack Wagner,Hombre
1325,Jack Whitehall,Hombre
1326,Jacki Weaver,Mujer
1327,Jackie Chan,Hombre
1328,Jackie Earle Haley,Hombre
1329,Jackie Minns,Mujer
1330,Jackie Sandler,Mujer
1331,Jackson A. Dunn,Hombre
1332,Jackson White,Hombre
1333,Jacob Batalon,Hombre
1334,Jacob Elordi,Hombre
1335,Jacob Lofland,Hombre
1336,Jacob Pitts,Hombre
1337,Jacob Tremblay,Hombre
1338,Jacob Vargas,Hombre
1339,Jacob Ward,Hombre
1340,Jada Alberts,Mujer
1341,Jada Pinkett Smith,Mujer
1342,Jaden Smith,Hombre
1343,Jae Head,Hombre
1344,Jaeden Martell,Hombre
1345,Jai Courtney,Hombre
1346,Jaime Hill,Mujer
1347,Jaime Pressly,Mujer
1348,Jaime Winstone,Mujer
1349,Jake Busey,Hombre
1350,Jake Gyllenhaal,Hombre
1351,Jake Johnson,Hombre
1352,Jake Lloyd,Hombre
1353,Jake Picking,Hombre
1354,Jake Weber,Hombre
1355,James Acheson,Hombre
1356,James Badge Dale,Hombre
1357,James Caan,Hombre
1358,James Coburn,Hombre
1359,James Corden,Hombre
1360,James Cromwell,Hombre
1361,James D'Arcy,Hombre
1362,James DuMont,Hombre
1363,James Earl Jones,Hombre
1364,James Fleet,Hombre
1365,James Franco,Hombre
1366,James Gandolfini,Hombre
1367,James Garner,Hombre
1368,James Gleason,Hombre
1369,James Hong,Hombre
1370,James Marsden,Hombre
1371,James Mason,Hombre
1372,James McAvoy,Hombre
1373,James Ransone,Hombre
1374,James Rebhorn,Hombre
1375,James Remar,Hombre
1376,James Saito,Hombre
1377,James Spader,Hombre
1378,James Stewart,Hombre
1379,James Van Der Beek,Hombre
1380,James Woods,Hombre
1381,Jami Gertz,Mujer
1382,Jamie Bell,Hombre
1383,Jamie Chung,Mujer
1384,Jamie Clayton,Mujer
1385,Jamie Dornan,Hombre
1386,Jamie Foxx,Hombre
1387,Jamie Lee Curtis,Mujer
1388,Jane Curtin,Mujer
1389,Jane Fonda,Mujer
1390,Jane Levy,Mujer
1391,Jane Widdop,Mujer
1392,Janelle Monáe,Mujer
1393,Janet Leigh,Mujer
1394,Janet McTeer,Mujer
1395,Jared Gilman,Hombre
1396,Jared Harris,Hombre
1397,Jared Leto,Hombre
1398,Jarred Rogers,Hombre
1399,Jasmin Savoy Brown,Mujer
1400,Jasmine Mathews,Mujer
1401,Jason Alexander,Hombre
1402,Jason Bateman,Hombre
1403,Jason Biggs,Hombre
1404,Jason Clarke,Hombre
1405,Jason Cope,Hombre
1406,Jason Drucker,Hombre
1407,Jason Flemyng,Hombre
1408,Jason Gray-Stanford,Hombre
1409,Jason Isaacs,Hombre
1410,Jason Lee,Hombre
1411,Jason Lively,Hombre
1412,Jason London,Hombre
1413,Jason Mitchell,Hombre
1414,Jason Momoa,Hombre
1415,Jason Patric,Hombre
1416,Jason Robards,Hombre
1417,Jason Schwartzman,Hombre
1418,Jason Segel,Hombre
1419,Jason Statham,Hombre
1420,Jason Sudeikis,Hombre
1421,Jason Wong,Hombre
1422,Javier Bardem,Hombre
1423,Jay Baruchel,Hombre
1424,Jay Hernandez,Hombre
1425,Jaye Davidson,Hombre
1426,Jean Hagen,Mujer
1427,Jean Louisa Kelly,Mujer
1428,Jean Marsh,Mujer
1429,Jean Reno,Hombre
1430,Jean Simmons,Mujer
1431,Jean Smart,Mujer
1432,Jean Zarzour,Hombre
1433,Jeanette Hain,Mujer
1434,Jeanne Bates,Mujer
1435,Jeanne Tripplehorn,Mujer
1436,Jeff Branson,Hombre
1437,Jeff Bridges,Hombre
1438,Jeff Cohen,Hombre
1439,Jeff Conaway,Hombre
1440,Jeff Daniels,Hombre
1441,Jeff Garlin,Hombre
1442,Jeff Goldblum,Hombre
1443,Jeff Kahn,Hombre
1444,Jeffrey Dean Morgan,Hombre
1445,Jeffrey Donovan,Hombre
1446,Jeffrey Jones,Hombre
1447,Jeffrey Tambor,Hombre
1448,Jeffrey Wright,Hombre
1449,Jemaine Clement,Hombre
1450,Jemma Redgrave,Mujer
1451,Jena Malone,Mujer
1452,Jenna Elfman,Mujer
1453,Jenna Fischer,Mujer
1454,Jenna Ortega,Mujer
1455,Jennifer Aniston,Mujer
1456,Jennifer Connelly,Mujer
1457,Jennifer Coolidge,Mujer
1458,Jennifer Ehle,Mujer
1459,Jennifer Garner,Mujer
1460,Jennifer Grey,Mujer
1461,Jennifer Jason Leigh,Mujer
1462,Jennifer Lawrence,Mujer
1463,Jennifer Lien,Mujer
1464,Jennifer Lopez,Mujer
1465,Jennifer Morrison,Mujer
1466,Jennifer Saunders,Mujer
1467,Jennifer Tilly,Mujer
1468,Jennifer Warren,Mujer
1469,Jenny Agutter,Mujer
1470,Jenny Slate,Mujer
1471,Jeremy Allen White,Hombre
1472,Jeremy Bobb,Hombre
1473,Jeremy Davies,Hombre
1474,Jeremy Irons,Hombre
1475,Jeremy London,Hombre
1476,Jeremy McWilliams,Hombre
1477,Jeremy Piven,Hombre
1478,Jeremy Renner,Hombre
1479,Jeremy Sisto,Hombre
1480,Jeremy Strong,Hombre
1481,Jeremy Sumpter,Hombre
1482,Jeroen Krabbé,Hombre
1483,Jerry Nelson,Hombre
1484,Jerry O'Connell,Hombre
1485,Jerry Orbach,Hombre
1486,Jess McLeod,Mujer
1487,Jesse Bradford,Hombre
1488,Jesse Corti,Hombre
1489,Jesse Eisenberg,Hombre
1490,Jesse Plemons,Hombre
1491,Jessica Alba,Mujer
1492,Jessica Barden,Mujer
1493,Jessica Barth,Mujer
1494,Jessica Chastain,Mujer
1495,Jessica Clement,Mujer
1496,Jessica Henwick,Mujer
1497,Jessica Lange,Mujer
1498,Jessica Lucas,Mujer
1499,Jessica McNamee,Mujer
1500,Jessica Sula,Mujer
1501,Jessica Tandy,Mujer
1502,Jessica Williams,Mujer
1503,Jessie Buckley,Mujer
1504,Jessie Royce Landis,Mujer
1505,Jessie T. Usher,Hombre
1506,Jet Li,Hombre
1507,Jiannis Moustos,Hombre
1508,Jihae,Mujer
1509,Jill Larson,Mujer
1510,Jill St. John,Mujer
1511,Jillian Bell,Mujer
1512,Jim Broadbent,Hombre
1513,Jim Brown,Hombre
1514,Jim Carrey,Hombre
1515,Jim Caviezel,Hombre
1516,Jim Sturgess,Hombre
1517,Jim Varney,Hombre
1518,Jimmy O. Yang,Hombre
1519,Jimmy Tatro,Hombre
1520,Jing Lusi,Mujer
1521,Jing Wu,Hombre
1522,JoBeth Williams,Mujer
1523,Joan Allen,Mujer
1524,Joan Cusack,Mujer
1525,Joanna Cassidy,Mujer
1526,Joanne Samuel,Mujer
1527,Joanne Whalley,Mujer
1528,Joaquim de Almeida,Hombre
1529,Joaquin Phoenix,Hombre
1530,Jodi Balfour,Mujer
1531,Jodi Benson,Mujer
1532,Jodie Comer,Mujer
1533,Jodie Foster,Mujer
1534,Joe Belcher,Hombre
1535,Joe Don Baker,Hombre
1536,Joe Manganiello,Hombre
1537,Joe Morton,Hombre
1538,Joe Pantoliano,Hombre
1539,Joe Pesci,Hombre
1540,Joe Taslim,Hombre
1541,Joel Courtney,Hombre
1542,Joel Edgerton,Hombre
1543,Joel Fry,Hombre
1544,Joel Kinnaman,Hombre
1545,Joel McHale,Hombre
1546,Joely Richardson,Mujer
1547,Joey King,Mujer
1548,Joey Lauren Adams,Mujer
1549,Joey Travolta,Hombre
1550,John Ashton,Hombre
1551,John Belushi,Hombre
1552,John Bigham,Hombre
1553,John Boyega,Hombre
1554,John Bradley,Hombre
1555,John Burke,Hombre
1556,John C. Reilly,Hombre
1557,John Candy,Hombre
1558,John Carroll Lynch,Hombre
1559,John Cassavetes,Hombre
1560,John Cazale,Hombre
1561,John Cena,Hombre
1562,John Cho,Hombre
1563,John Cleese,Hombre
1564,John Corbett,Hombre
1565,John Cusack,Hombre
1566,John David Washington,Hombre
1567,John Doman,Hombre
1568,John Fiedler,Hombre
1569,John Forsythe,Hombre
1570,John Francis Daley,Hombre
1571,John Gallagher Jr.,Hombre
1572,John Gavin,Hombre
1573,John Getz,Hombre
1574,John Gielgud,Hombre
1575,John Glover,Hombre
1576,John Goodman,Hombre
1577,John Gumley-Mason,Hombre
1578,John Hannah,Hombre
1579,John Harlan Kim,Hombre
1580,John Hawkes,Hombre
1581,John Haycraft,Hombre
1582,John Heard,Hombre
1583,John Higgins,Hombre
1584,John Hillerman,Hombre
1585,John Hodgman,Hombre
1586,John Hurt,Hombre
1587,John Huston,Hombre
1588,John Krasinski,Hombre
1589,John Larroquette,Hombre
1590,John Leguizamo,Hombre
1591,John Lithgow,Hombre
1592,John Louie,Hombre
1593,John Mahoney,Hombre
1594,John Malkovich,Hombre
1595,John Marley,Hombre
1596,John McCrea,Hombre
1597,John Megna,Hombre
1598,John Meillon,Hombre
1599,John Michael Finley,Hombre
1600,John Michael Higgins,Hombre
1601,John Ortiz,Hombre
1602,John Payne,Hombre
1603,John Phillip Law,Hombre
1604,John Randolph,Hombre
1605,John Ratzenberger,Hombre
1606,John Rhys-Davies,Hombre
1607,John Ritter,Hombre
1608,John Savage,Hombre
1609,John Saxon,Hombre
1610,John Sharian,Hombre
1611,John Spencer,Hombre
1612,John Stockwell,Hombre
1613,John Travolta,Hombre
1614,John Turturro,Hombre
1615,Johnathon Schaech,Hombre
1616,Johnny Depp,Hombre
1617,Johnny Flynn,Hombre
1618,Johnny Galecki,Hombre
1619,Johnny Simmons,Hombre
1620,Jojo T. Gibbs,Hombre
1621,Jon Abrahams,Hombre
1622,Jon Batiste,Hombre
1623,Jon Bernthal,Hombre
1624,Jon Bon Jovi,Hombre
1625,Jon Daly,Hombre
1626,Jon Favreau,Hombre
1627,Jon Gries,Hombre
1628,Jon Hamm,Hombre
1629,Jon Heder,Hombre
1630,Jon Lovitz,Hombre
1631,Jon Stewart,Hombre
1632,Jon Tenney,Hombre
1633,Jon Voight,Hombre
1634,Jonah Hauer-King,Hombre
1635,Jonah Hill,Hombre
1636,Jonah Ray,Hombre
1637,Jonas Bloquet,Hombre
1638,Jonas Karlsson,Hombre
1639,Jonathan Banks,Hombre
1640,Jonathan Bennett,Hombre
1641,Jonathan Daniel Brown,Hombre
1642,Jonathan Freeman,Hombre
1643,Jonathan Groff,Hombre
1644,Jonathan Hyde,Hombre
1645,Jonathan Majors,Hombre
1646,Jonathan Pryce,Hombre
1647,Jonathan Roumie,Hombre
1648,Jonny Brugh,Hombre
1649,Jonny Lee Miller,Hombre
1650,Jordan Chodziesner,Hombre
1651,Jordan Nagai,Hombre
1652,Jordana Brewster,Mujer
1653,Jordi Mollà,Hombre
1654,Jordyn McIntosh,Mujer
1655,Jorge Lendeborg Jr.,Hombre
1656,Jorma Tommila,Hombre
1657,Josef Altin,Hombre
1658,Josef Sommer,Hombre
1659,Joseph Cali,Hombre
1660,Joseph Cotten,Hombre
1661,Joseph Cross,Hombre
1662,Joseph Fiennes,Hombre
1663,Joseph Gordon-Levitt,Hombre
1664,Joseph Ruskin,Hombre
1665,Joseph Schildkraut,Hombre
1666,Joseph Wiseman,Hombre
1667,Josephine Langford,Mujer
1668,Josh Brolin,Hombre
1669,Josh Charles,Hombre
1670,Josh Duhamel,Hombre
1671,Josh Gad,Hombre
1672,Josh Hamilton,Hombre
1673,Josh Hartnett,Hombre
1674,Josh Hutcherson,Hombre
1675,Josh Lawson,Hombre
1676,Josh Lucas,Hombre
1677,Josh O'Connor,Hombre
1678,Josh Pais,Hombre
1679,Josh Zuckerman,Hombre
1680,Joshua Leonard,Hombre
1681,Josiah Cross,Hombre
1682,Joss Ackland,Hombre
1683,Jovan Adepo,Hombre
1684,Joy Boushel,Mujer
1685,Juan Pablo Raba,Hombre
1686,Juan Saavedra,Hombre
1687,Judah Lewis,Hombre
1688,Judd Hirsch,Hombre
1689,Judd Nelson,Hombre
1690,Jude Hill,Hombre
1691,Jude Law,Hombre
1692,Judge Reinhold,Hombre
1693,Judi Dench,Mujer
1694,Judith Hoag,Mujer
1695,Judy Davis,Mujer
1696,Judy Garland,Mujer
1697,Judy Geeson,Mujer
1698,Judy Greer,Mujer
1699,Juhan Ulfsak,Hombre
1700,Julia Duffy,Mujer
1701,Julia Foster,Mujer
1702,Julia Fox,Mujer
1703,Julia Garner,Mujer
1704,Julia Greer,Mujer
1705,Julia Louis-Dreyfus,Mujer
1706,Julia Ormond,Mujer
1707,Julia Roberts,Mujer
1708,Julia Sawalha,Mujer
1709,Julia Stiles,Mujer
1710,Julian Dennison,Hombre
1711,Julian Glover,Hombre
1712,Julian Richings,Hombre
1713,Julian Sands,Hombre
1714,Julianna Layne,Mujer
1715,Julianne Moore,Mujer
1716,Julianne Nicholson,Mujer
1717,Julie Andrews,Mujer
1718,Julie Bowen,Mujer
1719,Julie Christie,Mujer
1720,Julie Delpy,Mujer
1721,Julie Hagerty,Mujer
1722,Julie Vollono,Mujer
1723,Julie Walters,Mujer
1724,Juliet Rylance,Mujer
1725,Juliette Binoche,Mujer
1726,Juliette Lewis,Mujer
1727,Julio Cesar Cedillo,Hombre
1728,June Diane Raphael,Mujer
1729,June Squibb,Mujer
1730,Juno Temple,Mujer
1731,Jurnee Smollett,Mujer
1732,Justice Smith,Hombre
1733,Justin Bartha,Hombre
1734,Justin Hartley,Hombre
1735,Justin Henry,Hombre
1736,Justin Long,Hombre
1737,Justin Sams,Hombre
1738,Justin Theroux,Hombre
1739,Justin Timberlake,Hombre
1740,Jürgen Prochnow,Hombre
